sn,slug,contract,tokenid,lastsale,suspicious,profit,creatorfee os,creatorfee blur,creatorfee me
1,cryptoapes-official,0x29714cafe792ef8b8c649451d13c89e21a0d7f5b,654,0.031,FALSE,-50,0,0,6.9
