sn,slug,contract,tokenid,lastsale,suspicious,profit,creatorfee os,creatorfee blur
1,bored-ape-kennel-club,0xba30e5f9bb24caa003e9f2f0497ad287fdf95623,4748,0.168,FALSE,2.453571,0,0
