sn,slug,contract,tokenid,lastsale,suspicious,profit,creatorfee os,creatorfee blur,creatorfee me
1,asm-brains,0xD0318da435DbcE0B347cc6faA330B5A9889e3585,2810,0.08,FALSE,10,0,0,5
