sn,slug,contract,tokenid,lastsale,suspicious,profit,creatorfee os,creatorfee blur,creatorfee me
1,akidcalledbeast,0x77372a4cc66063575b05b44481f059be356964a4,8355,0.174,FALSE,-33.945895,0,0.5,5
