sn,slug,contract,tokenid,lastsale,suspicious,profit,creatorfee os,creatorfee blur,creatorfee me
1,wildcard-wildpass,0xd8cb3f39875def5853b155c0adf2530644397428,3283,0.233,FALSE,10,0,0,5
