sn,slug,contract,tokenid,lastsale,suspicious,profit,creatorfee os,creatorfee blur,creatorfee me
1,nfarcade-pass,0x07ce82f414a42d9a73b0bd9ec23c249d446a0109,1439,0.005,FALSE,1000,0,0,0
