sn,slug,contract,tokenid,lastsale,suspicious,profit,creatorfee os,creatorfee blur,creatorfee me
1,jokerclub-1,0xa973a9ba553bf1f0f228c676047d77c62fd0af72,2961,0.0198,FALSE,19.5969697,0,,8.8
